last_up,last_week,last_year,number_of_tweeks_fetched,keywords,coords_long,coords_lat,coords_radius,start_date,end_date,limit,clean,twitterExtract,analysis
2022-12-28 00:15:33,52,2022,2,monty python,20.5937,78.9629,10000,2022-12-19,2022-12-26,5,true,true,true
