user,date,rawContent,user_location,verified,followers,created
"{'username': 'Seshachandrika2', 'id': 1311642471726628865, 'displayname': 'SSR an intelligent mind with divine soul.', 'rawDescription': 'I am a proud Indian.', 'renderedDescription': 'I am a proud Indian.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2020, 10, 1, 12, 22, 25, tzinfo=datetime.timezone.utc), 'followersCount': 27, 'friendsCount': 92, 'statusesCount': 5018, 'favouritesCount': 2500, 'listedCount': 0, 'mediaCount': 157, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1313109986428542979/5Ymzy_F-_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1311642471726628865/1601555912', 'label': None}",2021-03-21 15:51:30+00:00,@Republic_Bharat Ready to boycott all Bollywood https://t.co/TsXRmTz4Wv sushant no Bollywood.,,False,27,2020-10-01 12:22:25+00:00
"{'username': 'RamnathkarK', 'id': 1321765679851171841, 'displayname': 'Rajesh K. Ramnathkar. राजेश कृ. रामनाथकर Ex-SEM.', 'rawDescription': 'मुक्त पत्रकार Freelance Journalist \nराष्ट्र प्रथम,भारतीय हिंदू गोमंतक मराठा. मानवकल्याणार्थ समर्पित जीवन.\nNation,Humanity First.Hindu, Maratha. 🙏🕉🇮🇳🚩🏹🙏', 'renderedDescription': 'मुक्त पत्रकार Freelance Journalist \nराष्ट्र प्रथम,भारतीय हिंदू गोमंतक मराठा. मानवकल्याणार्थ समर्पित जीवन.\nNation,Humanity First.Hindu, Maratha. 🙏🕉🇮🇳🚩🏹🙏', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2020, 10, 29, 10, 48, 41, tzinfo=datetime.timezone.utc), 'followersCount': 207, 'friendsCount': 223, 'statusesCount': 7183, 'favouritesCount': 59553, 'listedCount': 0, 'mediaCount': 1024, 'location': 'Mumbai, Maharashtra, India', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1575906045641523200/_KsTFykh_normal.jpg', 'profileBannerUrl': None, 'label': None}",2021-03-21 11:08:44+00:00,@VertigoWarrior @KanganaTeam @KapilMishra_IND @KashmiriPandit7 @ashokepandit Boycott.,"Mumbai, Maharashtra, India",False,207,2020-10-29 10:48:41+00:00
"{'username': 'RosalinMohant95', 'id': 787576791128879104, 'displayname': 'Rosalin Mohanty', 'rawDescription': 'Engineer🖥️🙈🤭\nWorking 💃', 'renderedDescription': 'Engineer🖥️🙈🤭\nWorking 💃', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2016, 10, 16, 8, 51, 54, tzinfo=datetime.timezone.utc), 'followersCount': 320, 'friendsCount': 149, 'statusesCount': 21521, 'favouritesCount': 26546, 'listedCount': 1, 'mediaCount': 1593, 'location': 'Pune, India', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1594413225399156736/vVO7bgRy_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/787576791128879104/1626159163', 'label': None}",2021-03-21 08:23:48+00:00,@Itsasec23510636 @NishuTweets_ Boycott trend ka bas ek hi jan bol rahe he. That is crap. Leave it. I am so attached to the show. So I am trying to save the show not leave it. Koi v chiz ko bich mey chod dena is not the solution.,"Pune, India",False,320,2016-10-16 08:51:54+00:00
"{'username': 'Porkoelumalai', 'id': 1338964092, 'displayname': 'PORKO ELUMALAI பொற்கோ ஏழுமலை', 'rawDescription': 'கற்பி, ஒன்று சேர், கிளர்ச்சி செய்- புரட்சியாளர் அம்பேத்கர்.\nEducate, Organise, Agitate - Dr.B.R.Ambedkar.', 'renderedDescription': 'கற்பி, ஒன்று சேர், கிளர்ச்சி செய்- புரட்சியாளர் அம்பேத்கர்.\nEducate, Organise, Agitate - Dr.B.R.Ambedkar.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2013, 4, 9, 11, 46, 54, tzinfo=datetime.timezone.utc), 'followersCount': 3034, 'friendsCount': 2271, 'statusesCount': 19697, 'favouritesCount': 21469, 'listedCount': 0, 'mediaCount': 2266, 'location': 'CHENNAI, TAMILNADU. INDIA', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1599808362333736961/f5Ikb-fr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1338964092/1591466294', 'label': None}",2021-03-20 17:34:16+00:00,"The worry of Supreme court lies with economical upliftment reservation or social upliftment of the people who have been condemned to lead the life of boycott and the untouchability?
?
For how many generations reservations will continue, asks Supreme Court https://t.co/qHInU9aONZ","CHENNAI, TAMILNADU. INDIA",False,3034,2013-04-09 11:46:54+00:00
"{'username': 'hiteshramani6', 'id': 1168040238, 'displayname': 'Hitesh Ramani', 'rawDescription': 'हरि ॐ', 'renderedDescription': 'हरि ॐ', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2013, 2, 11, 6, 36, 7, tzinfo=datetime.timezone.utc), 'followersCount': 40, 'friendsCount': 141, 'statusesCount': 1936, 'favouritesCount': 245, 'listedCount': 1, 'mediaCount': 492, 'location': 'भारत', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/953498951147184129/R5XgPC8J_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1168040238/1510037153', 'label': None}",2021-03-20 16:04:54+00:00,###Boycott Bill Gates## कोरोना इसी की साजिश है।। https://t.co/PXxZhLgoFL पर जाओ और कोरोना का सारा सच जानो।। वरना ये इंसान सबको मौत की घाट सुला देगा।।,भारत,False,40,2013-02-11 06:36:07+00:00
"{'username': 'Mohini0105', 'id': 77477835, 'displayname': 'Mrb', 'rawDescription': ""Ex financial journalist. Options trader. Stock trader. \nIndia's time has come."", 'renderedDescription': ""Ex financial journalist. Options trader. Stock trader. \nIndia's time has come."", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 9, 26, 13, 45, 21, tzinfo=datetime.timezone.utc), 'followersCount': 420, 'friendsCount': 645, 'statusesCount': 15782, 'favouritesCount': 15051, 'listedCount': 1, 'mediaCount': 258, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/602036194/scan0002_1__normal.jpg', 'profileBannerUrl': None, 'label': None}",2021-03-20 08:08:23+00:00,We Hindus have to join together and boycott @RutgersU. Education crazy Hindus fund large number of univs across US.,,False,420,2009-09-26 13:45:21+00:00
"{'username': 'umagaury', 'id': 1103532713846411264, 'displayname': 'Umagaury 🇮🇳', 'rawDescription': 'Patriotic, Foodie, Happy woman\nजय श्री राम🙏🚩✊', 'renderedDescription': 'Patriotic, Foodie, Happy woman\nजय श्री राम🙏🚩✊', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2019, 3, 7, 5, 47, 56, tzinfo=datetime.timezone.utc), 'followersCount': 150, 'friendsCount': 481, 'statusesCount': 1594, 'favouritesCount': 5604, 'listedCount': 0, 'mediaCount': 2, 'location': 'Mumbai, India', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1554787164881571840/gVOk4Veh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1103532713846411264/1667410556', 'label': None}",2021-03-19 03:40:24+00:00,@ankit2444 #Boycott,"Mumbai, India",False,150,2019-03-07 05:47:56+00:00
"{'username': 'MahfoozAzmi3', 'id': 834746097402785792, 'displayname': 'Searching....', 'rawDescription': '....', 'renderedDescription': '....', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2017, 2, 23, 12, 45, 53, tzinfo=datetime.timezone.utc), 'followersCount': 63, 'friendsCount': 309, 'statusesCount': 1022, 'favouritesCount': 1389, 'listedCount': 0, 'mediaCount': 59, 'location': 'Lucknow', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1558495200485740544/lLnnVXzU_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/834746097402785792/1607965252', 'label': None}",2021-03-18 18:02:49+00:00,#Boycott_jio_Save_farmer,Lucknow,False,63,2017-02-23 12:45:53+00:00
"{'username': 'amitchaudharyD3', 'id': 1339890149425958912, 'displayname': 'amit chaudhary(Daniel)', 'rawDescription': 'Regional Manager jaitai international ltd.', 'renderedDescription': 'Regional Manager jaitai international ltd.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2020, 12, 18, 11, 8, 16, tzinfo=datetime.timezone.utc), 'followersCount': 1187, 'friendsCount': 5011, 'statusesCount': 23977, 'favouritesCount': 53670, 'listedCount': 3, 'mediaCount': 3233, 'location': '🇮🇳', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1579740182827651074/d-mb6HTo_normal.jpg', 'profileBannerUrl': None, 'label': None}",2021-03-18 17:59:08+00:00,"💯👉🌏Secretary of State Blinken open to idea of Beijing Olympic games boycott, 'listening to concerns'  https://t.co/aaKwTpV8C1 via @JustTheNews",🇮🇳,False,1187,2020-12-18 11:08:16+00:00
"{'username': 'jusst_sway', 'id': 873794970586562560, 'displayname': 'Sway', 'rawDescription': ""Namaskara ♥️. I'm a simple human working on her karmic debts seeking #Nirvana, lost in the world of #astrology #Divination & #Occult. I binge watch #K-dramas"", 'renderedDescription': ""Namaskara ♥️. I'm a simple human working on her karmic debts seeking #Nirvana, lost in the world of #astrology #Divination & #Occult. I binge watch #K-dramas"", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2017, 6, 11, 6, 52, 10, tzinfo=datetime.timezone.utc), 'followersCount': 4280, 'friendsCount': 546, 'statusesCount': 83489, 'favouritesCount': 80766, 'listedCount': 17, 'mediaCount': 6865, 'location': 'Gaia ', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1591360699212926976/VujimX4u_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/873794970586562560/1619020821', 'label': None}",2021-03-18 15:43:25+00:00,@maheshbabu_s 😂😂☺️ boycott cricket 😜😜,Gaia ,False,4280,2017-06-11 06:52:10+00:00
