user,date,rawContent,user_location,verified,followers,created
"{'username': 'Iashusingh', 'id': 74508046, 'displayname': 'Ashu सिंह', 'rawDescription': 'News Junkie | Movie Buff | Gadget Freak | Ex-Gamer | Foodie | Heart Posterous  Funny Quotes, Teen Quotes, Weird Facts, Funny Facts, Music News|Learning Guitar', 'renderedDescription': 'News Junkie | Movie Buff | Gadget Freak | Ex-Gamer | Foodie | Heart Posterous  Funny Quotes, Teen Quotes, Weird Facts, Funny Facts, Music News|Learning Guitar', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 9, 15, 17, 53, 41, tzinfo=datetime.timezone.utc), 'followersCount': 203, 'friendsCount': 659, 'statusesCount': 5838, 'favouritesCount': 29, 'listedCount': 8, 'mediaCount': 290, 'location': 'bangalore ', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/720811170874204161/mk_oZhhz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/74508046/1419348247', 'label': None}",2012-04-16 07:41:21+00:00,"The next time any public transport announces a strike, boycott it the day before and after. #AutoStrike",bangalore ,False,203,2009-09-15 17:53:41+00:00
