user,date,rawContent,user_location,verified,followers,created
"{'username': 'markstraub', 'id': 8454312, 'displayname': 'markstraub', 'rawDescription': 'Father, Founder, Investor | CEO @smileidentity', 'renderedDescription': 'Father, Founder, Investor | CEO @smileidentity', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2007, 8, 27, 4, 32, 1, tzinfo=datetime.timezone.utc), 'followersCount': 1901, 'friendsCount': 1794, 'statusesCount': 4943, 'favouritesCount': 6790, 'listedCount': 88, 'mediaCount': 222, 'location': 'London, England', 'protected': False, 'link': {'text': 'smileidentity.com', 'url': 'http://smileidentity.com', 'tcourl': 'https://t.co/6K1TjQtTMy', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1519784791066951683/x74n9Ug6_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/8454312/1651225238', 'label': None}",2012-02-06 16:06:45+00:00,Misery of dealing w/ @VodafoneIN this week in Bnglr is causing me to consider a lifelong boycott - I have never had worse customer service,"London, England",False,1901,2007-08-27 04:32:01+00:00
