user,date,rawContent,user_location,verified,followers,created
"{'username': 'sid_banerjee', 'id': 70476788, 'displayname': 'Sid Banerjee', 'rawDescription': 'Founder @Metamersive - XR | the Metaverse | Game-Based Training. Fun: Physics, Philosophy, Sci-Fi, High Fantasy.', 'renderedDescription': 'Founder @Metamersive - XR | the Metaverse | Game-Based Training. Fun: Physics, Philosophy, Sci-Fi, High Fantasy.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 8, 31, 19, 27, 24, tzinfo=datetime.timezone.utc), 'followersCount': 351, 'friendsCount': 418, 'statusesCount': 1958, 'favouritesCount': 188, 'listedCount': 11, 'mediaCount': 68, 'location': 'San Francisco, CA', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1499238086898696192/MsfneUhr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/70476788/1357590205', 'label': None}",2012-06-09 05:36:34+00:00,Tell @PMOIndia and @BarackObama to boycott #Syria's No. 1 weapons dealer to stop the bloodshed. Sign @Avaaz http://t.co/j6fiLxl7,"San Francisco, CA",False,351,2009-08-31 19:27:24+00:00
