user,date,rawContent,user_location,verified,followers,created
"{'username': 'iShO_o', 'id': 350040079, 'displayname': 'taco', 'rawDescription': 'Thrower of tantrums | Thooki vechufier of Moonji | Keeper of sicrits | Magnet of sorts | Appreciator of Puns | RT Bot', 'renderedDescription': 'Thrower of tantrums | Thooki vechufier of Moonji | Keeper of sicrits | Magnet of sorts | Appreciator of Puns | RT Bot', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2011, 8, 7, 3, 27, 20, tzinfo=datetime.timezone.utc), 'followersCount': 1997, 'friendsCount': 362, 'statusesCount': 134111, 'favouritesCount': 108953, 'listedCount': 28, 'mediaCount': 5721, 'location': 'Chennai', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1606345679655182336/9bUkOjcD_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/350040079/1603613189', 'label': None}",2012-05-16 05:15:18+00:00,@DubakurGangster apdi dhan irundhudhu :P good that I boycott bollywood :D @WhatteKarvaad,Chennai,False,1997,2011-08-07 03:27:20+00:00
